incidnet_id ,status,service,title,improvement_possible,recognition_type,incident_grade,propagation_grade,occurred_at,ended_at,root_cause_L1,root_cause_L2,action_summary,cause_type_L1,cause_type_L2,cause_type_L3
INM24011028760,종료,마이페이지,해지 접수건에 대한 데이터 연동 누락 발생,개선가능,AO부서,,3등급,2004-01-24 18:14:00,2010-01-24 15:16:00,인적원인,업무 이해도 부족,"  . 01/10 09:29 해지접수 편성불가 문의 (캠페인 미접수 검토 요청)
  . 01/10 09:43 사업부서 업무공유
  . 01/10 09:51 해지접수 작업공지 등록 (해지접수 처리성서비스 이용불가로 전환)
  . 01/10 11:08 해지접수 고객문의 분석 및 영향도 파악 (대상자 추출)
  . 01/10 11:52 해지접수 서비스호출 개선 및 개선내역 검증
  . 01/10 14:46 OC 상황창 개설
  . 01/10 15:11 장애 발생 공지
  . 01/10 15:07 마이페이지 수정 배포
  . 01/10 15:17 마이페이지 배포 완료 (작업공지 해제)
  . 01/10 15:20 서비스 점검 완료
  . 01/10 15:31 장애 종료 공지
  . 01/10 17:59 해지접수 대상 데이터 CRM 전달
  . 01/10 23:00 해지접수 데이터편성
  . 01/11 01:00 해지접수 등록 배치 실행",AP 개발,분석,운영 프로세스
INM24011128762,종료,KT-MEG+,DB서버(c-ktmeg-pk1-d04) 에서 ICMP Ping 체크  불가 이벤트 발생,,,,이상징후,2011-01-24 01:57:00,2011-01-24 01:57:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
ㅇ 01:57  c-ktmeg-pk1-d04 ICMP Ping 체크 불가 발생 (standby)
ㅇ 02:15  정상 접속 확인
                시스템 재기동 확인
ㅇ 02:20 서버 점검 및 ntp 동기화 (standby 상태로 서비스 영향 없음 확인)",Infra,서버,기타
INM24011128765,종료,플랫폼E2E관제,nMIMO 서비스 LAMP 트래픽 미유입 현상,,,,이상징후,2011-01-24 11:04:00,2011-01-24 11:04:00,Infra원인,Infra H/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수
자연해소 되었습니다.",Infra,서버,CPU
INM24011128769,등록,ERP,W-mon 관제에서 admin.barcode.kt.co.kr URL 접속 불가 현상 발생,,,,이상징후,2011-01-24 19:00:00,2011-01-24 19:00:00,,,,,,
INM24011228771,종료,KOS-CRM(B2C),KOS 서버(esbb2c01/02) StuckThread 로그감지 이벤트 발생,,,,이상징후,2012-01-24 00:02:00,2012-01-24 00:15:00,환경원인,사용량 과부하,"Stuck 현상 발생으로 도메인 차단하고 정상동작
후속작업으로 siebel 재기동",AP 운영,운용,환경
INM24011228772,종료,IT인프라_Shared,네트워크 회선 (BD_DMZ1_N7010_BS1-3A0519) 외 다수 Syslog 이벤트 발생,,,,이상징후,2012-01-24 05:39:00,2012-01-24 05:39:00,Infra원인,Infra H/W결함,"- 이상징후 발생 조치 내역
2024년 01월 12일(금)
05:39  분당IDC 네트워크 회선 (BD_DMZ1_N7010_BS1-3A0519) 외 다수 Syslog 이벤트 발생 (관제툴 : IT-NMS, Looks)
05:42  컨퍼런스 콜 개설
05:44  이상징후 발생 공지 발송 (TML31843)(복합 50종 서비스)
05:45  인터페이스 HW Failure 확인 및 이중화 구성 되어 있으며, 수용 서비스 확인 진행 (네트워크인프라팀)
05:46  W-MON외 다른 별도 서비스 이벤트들 발생 없음 (IT통합관제센터)
05:48  수용 서비스 (총 50종)확인되어 메일로 공유 진행 완료 (IT통합관제센터)
05:50  총 50종 서비스 점검 진행 요청 (IT통합관제센터)
06:00  총 50종 수용 서비스 담당자 점검 진행중 입니다.
06:02  네트워크장비 모듈이상으로 인한 PORT Down 되어 회선 Link 연결 불가 발생, 후속 조치 예정 (네트워크인프라팀)
06:03  양방향 문자플랫폼 서비스 점검 결과 이상없음 확인 (DX플랫폼사업팀)
06:07  OSCA, 통합세션관리, IAMUI 서비스 특이사항 없음 확인 (인증DX플랫폼팀)
06:10  마이데이터서비스플랫폼, 마이데이터Delivery플랫폼 서비스 이상없음 (금융결제DX플랫폼팀)
06:11  심툴킷인증플랫폼-서비스서버 서비스 이상없음 확인 (인증DX플랫폼팀)
06:17  포인트허브 서비스 점검 결과 특이사항 없음 확인 (응용솔루션사업팀)
06:19  GIS플랫폼 검색 서비스 점검 결과 특이사항 없음 확인 (서비스플랫폼팀)
06:25  수용 서비스 50종 중 40종 서비스 점검 결과 특이사항 없음 확인 (IT통합관제팀)
06:29  다른 수용 서비스는 후속 점검 중이며 이중화 구성 및 대부분 서비스 특이사항 없고 네트워크 관제 이벤트 외에 수용 서비스 관련 이벤트는 발생하지 않아 이상징후 해소 공지 의견 전달 (네트워크인프라팀)
06:30  네트워크인프라팀 의견과 동일하여 이상징후 해소 공지 요청 (인프라품질혁신TF팀)
06:30  GIS플랫폼 실시간 교통정보 서비스 점검 결과 특이사항 없음 확인 (서비스플랫폼팀)
06:32  차세대 위치 플랫폼 서비스 점검 결과 특이사항 없음 확인 (서비스플랫폼팀)
06:34  글로벌커넥티드카/현대차 서비스 점검 결과 특이사항 없음 확인 (서비스플랫폼팀)
06:40  쇼미 서비스 점검 결과 특이사항 없음 확인 (서비스플랫폼팀)
06:47  TSM웹 서비스 점검 결과 특이사항 없음 확인 (인증DX플랫폼팀)
06:48  API LINK 포탈 서비스 점검 결과 특이사항 없음 확인 (인증DX플랫폼팀)
06:49  스팸가입자서버 서비스 점검 결과 특이사항 없음 확인 (메시징DX플랫폼팀)
06:52  통합 검증 관리 서비스 점검 결과 특이사항 없음 확인 (DX솔루션사업팀)
06:54  [완료]이상징후 해소 공지 완료

- 이상징후 후속 조치 내역
2024년 01월 12일(금)
06:55 포트 이전 작업(후속조치) 작업자 분당IDC 센터 입실 (네트워크인프라팀)
06:58 포트 이전 작업 사전 설정 (Eth2/5~8 -> Eth2/11~14)
07:20 ToR 간 링크 케이블 이전 작업 완료
07:21 포트 이전 작업 시작
07:29 포트 이전 작업 완료
07:45 네트워크 점검 (특이사항 없음)
07:50 상황 종료",Infra,네트워크,Switch
INM24011228773,종료,PC가상화망분리,PC가상화망분리 서버(c-pvs-pk1-d07)에서 ICMP Ping 체크 불가 이벤트 발생,,,,이상징후,2012-01-24 06:11:00,2012-01-24 06:53:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 :
Standby서버 AP 형상 동기화(배치) 후 DB 절체를 통해 Standby 서버에서 정상 서비스 점검 완료(1.17 19시)",Infra,서버,기타
INM24011228775,종료,KOS-오더,gwedb01에서 ENIC_O_4152_00_check 시스템 오류 발생하여 외부사 확인 중입니다.,,,,4등급,2012-01-24 10:58:00,2012-01-24 11:42:00,환경원인,외부귀책,"10:55 BSS온라인상황창 BMON 관제 사항 공유 (NICE 법인신용정보조회 오류)
10:55 운영팀 BOS 관제 SMS 수신 확인
10:57 서비스영향도 확인 : 법인고객 유선상품 신규, 명의변경 시 NICE 법인신용정보조회 사전체크 오류로 인한 업무처리 불가
11:01 NICE 법인 신용정보조회, 법인 휴/폐업 조회 업무 오류 확인
11:07 이상징후 발생 공지
11:11 KOS 업무 공지
11:13 NICE 상황 공유 : 통신 3사 동일 현상
11:38 장애 발생 공지 (4등급)
11:42 BMON 상 정상 응답 확인
11:47 NICE 정상화 확인
11:54 장애 종료 공지",AP 운영,운용,환경
INM24011228776,종료,KOS-오더,마이페이지 다량 시스템 오류 발생,,,,이상징후,2012-01-24 12:08:00,2012-01-24 12:09:00,Infra원인,Infra H/W결함,"1.12 12:07 KOS 통합스토리지 MPB-2MC Board Fault 발생
1.12 12:08 KOS 통합스토리지 MPB-2MC Board Fault로 인하여 반대쪽 MPB-1MC로 ownership 절체
1.12 12:08 해당 스토리지 수용된 전체 DB 1분정도 delay 현상 발생
1.12 12:11 orddb01, rdsdb01 등 다수서버 Timeout on path 이벤트 발생
1.12 12:30 KOS PRD SAN #1~#8 이상없음 확인
1.12 12:40 해당 스토리지 수용된 전체 서버 멀티패스 수량 이상없음 확인
1.12 12:42 이상징후 발생/해소 공지
1.12 12:45 KOS 통합스토리지 MPB-2MC Board Fault 발생 확인하여 엔지니어 call
1.12 22:00 MPB Board 교체작업 하였으나 교체한 part도 불량으로 추가 파트 수배요청
1.13 02:00 MPB 파트 천안CDC 도착
1.13 07:00 MPB 사용률 높아(70%) 스토리지 사용률 가장 적은 일요일 낮 시간대에 작업하는것으로 결정
1.14 16:00 MPB 교체 정상 완료",Infra,서버,시스템 Board
INM24011228779,종료,KOS-Rater,과금 서버 full gc로 인한 OCA Peer 순단 발생,,,,이상징후,2012-01-24 15:50:00,2012-01-24 15:50:00,환경원인,자연해소,소통율 특이사항 없음 확인 상황발생에 대한 내용 공유를 위한 이상징후 해소 공지 발생,AP 운영,운용,환경
INM24011328785,종료,온/오프라인 VOC 통합관리 시스템,온/오프라인 VOC 통합관리 시스템 DB서버(tadb01) Agent 행 체크  불가 이벤트 발생,,,,이상징후,2013-01-24 17:20:00,2013-01-24 17:20:00,Infra원인,Infra H/W결함,"[오후 5:10] tadb01서버에서 Agent 행 체크  불가 이벤트 발생
[오후 5:11] 서비스 미투입 서버로 서비스 영향도 없음 확인
[오후 5:16]  서버 재기동.
[오후 5:17]  hw 점검 시작
[오후 5:17]  로그상에 hw특이사항 없음 확인
[오후 5:21]  OS 기동 완료,HW 점검 결과 특이사항 없음 확인
[오후 5:25] [이상징후 발생/해소 공지]
[오후 5:26] Standby 서버로,.tadb02 서버로 정상 서비스 확인",Infra,서버,기타
INM24011328786,종료,네트워크설비운영관제,분당 - KINX 간 전용회선(단중화) DOWN/UP 이벤트 발생,,,,이상징후,2013-01-24 17:49:00,2013-01-24 17:56:00,환경원인,외부귀책,"[01/13]
17:49 분당 - KINX 간 전용회선(단중화) DOWN/UP 이벤트 발생
17:51 IT통합관제 확인요청
17:53 기관측 담당자 연락시도
17:54 이상징후 발생 공지 발송
17:55 과천망관제센터 확인요청
17:59 장비 접속 회선 점검 , NMS 트래픽 조회 확인
18:02 실시간 사용트래픽 없음으로 확인
18:05 별도 알림 및 VOC 없음으로 확인 완료
18:08 이상징후 해소 공지 발송",Infra,네트워크,기타
INM24011528788,종료,KT AICC 공공지자체,"KT AICC 공공지자체, 블록체인기반지역화폐 2종 서비스 Agent Hang Check 이벤트 발생",,,,이상징후,2015-01-24 01:11:00,2015-01-24 01:11:00,환경원인,외부귀책,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수
kt cloud 측에서 VM재기동 기 완료",Infra,서버,Cloud C/S-Node
INM24011528790,종료,케이티닷컴,logapi.kt.com 도메인 인증서 외부망에서 smarttalk.kt.com 인증서로 정상 연결 불가,개선가능,AO부서,,이상징후,2015-01-24 10:17:00,2015-01-24 10:25:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
[10:17] smarttalk.kt.com 인증서 오류 발생에 따른 내용 공유 (/w오픈채널서비스팀, 보안침해대응팀)
[10:25] SSLVA smarttalk.kt.com 인증서 재적용
[10:37] 상황창 개설
[10:38]  logapi.kt.com 도메인 인증서가 외부망에서 smarttalk.kt.com 인증서로 정상 연결이 안되는 현상 공유 (오픈채널서비스팀)
[10.38] 마이케이티앱 > 전체메뉴> 띠배너 >  new galaxy 커밍순 이벤트 배너 접근 시 인증서 오류 발생 공유
[10:40] AP 점검 시 해소상태 확인
[10:49] 이상징후 발생/해소 공지 발송",Infra,서버,기타
INM24011628802,종료,씨큐브,DB서버(pcmsbdb02)에서 LISTENER Process Check_pgtmo 외 다수 DB 관련 이벤트 발생,,,,이상징후,2016-01-24 05:40:00,2016-01-24 05:44:00,Infra원인,Infra S/W결함,"O [01/16 05:40] 씨큐브 서비스 DB서버(pcmsbdb02)에서 LISTENER Process Check_pgtmo 외 다수 DB 관련 이벤트 발생 조치내역 :
- 05:40 DB서버(pcmsbdb02)에서 LISTENER Process Check_pgtmo 외 다수 DB 관련 이벤트 발생
- 05:41 pcmsbdb02 DB 자동 재기동
- 05:45 상황DBA 점검 시 자동 재기동 확인
- 05:47 이상징후 발생 공지 발송
- 05:50 컨콜 참여 후 이중화로 서비스 영향도 없음 공유 및 AO 서비스 점검 이상없음
- 05:58 이상징후 해소 공지 발송",Infra,미들웨어,DB서버
INM24011728805,종료,KOS-오더,KOS-오더 배치 서버(batap02) 인스턴스(ordbatDom01Svr21) CPU 사용량 증가 및 커넥션풀 반환 에러 발생,,,,이상징후,2017-01-24 05:11:00,2017-01-24 05:33:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
O 조치 후 서비스 정상화 등 결과 포함
 - 05:05 flow 실패로 인한 상황창 개설
 - 05:06 batap02 운영자 서버 접속 완료
 - 05:09 가용 JVM 메모리 부족 현상 아님을 확인, pool 부족으로 인한 일부 배치건 실패 확인
 - 05:10 예정 배치스케줄 영향 방지를 위한 리소스 클리어차원 재기동 결정
 - 05:11 해당 인스턴스(ordbatDom01Svr21) 재기동 시작
 - 05:33 해당 인스턴스(ordbatDom01Svr21) 재기동 완료
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수
PO 재기동 후 pool max현상 해소, 배치 수행 정상 확인",Infra,미들웨어,WAS
INM24011728807,종료,KTAICC,KTAICC 서버(prd-mgrwas02) Full gc 이벤트 발생,,,,이상징후,2017-01-24 16:00:00,2017-01-24 16:16:00,환경원인,사용량 과부하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
 - 16:00 prd-mgrwas02 Full gc 이벤트 발생 (Looks) 및 이상징후 발생 공지
 - 16:07 MW 재기동 요청
 - 16:16 MW 재기동 완료 및 서비스 정상 확인
 - 16:16 이상징후 해소 공지
O 조치 후 서비스 정상화 등 결과 포함
 - prd-mgrwas02 MW 재기동 및 이중화로서비스에영향 없음
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,환경
INM24011728808,종료,DLP,"대리점용-DLP 서버(p-dlpag-pk1-e01, 02) CPU 부하 이벤트 발생",,,,이상징후,2017-01-24 17:43:00,2017-01-24 17:48:00,환경원인,사용량 과부하,O 2024-01-17 17:43 대리점용-DLP p-dlpag-pk1-e01(로그서버) CPU 과점유(90.43%) 현상 발생 및 상황창 개설 - 17:47 Tomcat 재기동 진행 - 17:48 이벤트 해소 확인 - 18:00 이상징후 발생/해소 공지 발송,AP 운영,운용,환경
INM24011828810,종료,ITO 포털,DB서버(c-di-pk1-d04)에서 Tibero 인스턴스 체크외 다수 이벤트 발생,,,,이상징후,2018-01-24 08:01:00,2018-01-24 08:05:00,Infra원인,Infra S/W결함,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
   08:00 c-di-pk1-d04 Tibero 프로세스 down 감지 (관제 알람 수신)
   08:04 컨퍼런스콜 개설
   08:04 c-di-pk1-d04 Tibero DB 재기동 로그 확인
   08:07 이상징후 발생 공지
   08:08 DB 재기동 관련 특이사항 없음 확인
   08:20 AO담당자로부터 서비스 이상없음 확인
   08:20 이상징후 해소 공지
O 조치 후 서비스 정상화 등 결과 포함
   OS/DB/AP 서비스 점검결과 정상확인 완료
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",Infra,서버 S/W,기타
INM24011828813,종료,IT인프라통합관제,looks 이벤트 연동 지연,,,,이상징후,2018-01-24 21:11:00,2018-01-24 21:44:00,인적원인,경각심 저하,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성 
O 조치 후 서비스 정상화 등 결과 포함
O 외부개발사 관련 인시던트의 경우 외부개발사 호출시간 작성 필수",AP 운영,운용,운용 오류
INM24011828814,종료,KOS-CRM(B2C),"KOS-CRM공통 서비스 서버(esbb2c07,08) 에서 StuckThread 로그감지 이벤트 발생",,,,이상징후,2018-01-24 23:25:00,2018-01-24 23:34:00,환경원인,자연해소,자연해소,AP 운영,운용,환경
INM24011928817,종료,KOS-CRM(B2C),"KOS-CRM공통 서버(esbb2c03,04) 에서 StuckThread 로그감지 이벤트 발생",,,,이상징후,2019-01-24 06:11:00,2019-01-24 06:24:00,환경원인,사용량 과부하,Siebel session 강제 kill 후 정상 동작 확인,AP 운영,운용,환경
INM24011928818,종료,AI고객센터,p-aicc-pk1-cnwas01 서버에서 Exception AuthInfoRetvByTokenId cnwas01_ap13 이벤트 발생,,,,이상징후,2019-01-24 10:18:00,2019-01-24 10:23:00,환경원인,자연해소,"운영부서(ktds DX인프라팀, AICC서비스2팀) 확인결과 자연해소 되었으며 서비스 점검 특이사항 없음",Infra 운영,관제,관제
INM24011928819,종료,백신관리,[장애 종료 공지] 일부 사용자 업무용VDI 접속불가 VOC 인입,,,,4등급,2019-01-24 09:20:00,2019-01-24 14:21:00,인적원인,연관도 파악 미흡,"O [파악된 현상] 인시던트 조치 내역 : Time-Table 작성
   ○ 09:20  업무용VDI 접속불가 발생 (VOC 접수)
   ○ 09:21  상황창 개설
   ○ 09:22  전일 보안 업데이트 적용 영향인지 확인 중이며 특정 VM에 적용된 보안 업데이트 삭제 조치 진행 중 (채널인프라팀)
   ○ 09:25  이상징후 발생 공지 발송 (TML31856)
   ○ 09:26  [서비스 영향도] 일부 사용자 업무용 VDI 접속 불가 (Office 2016 패치 대상자 207명 중 일부)
   ○ 09:29  현재 보안 업데이트 개별로 삭제 후 재부팅 절차가 필요하여 삭제 완료까지 시간이 많이 소요됨 (채널인프라팀)
   ○ 09:30  장애 전환 검토 요청 (kt IT/SW품질혁신팀)
   ○ 09:37  현재 13명 중에서 1명 보안 업데이트 삭제 조치 완료되어 ISC OB 진행
   ○ 09:41  장애 종합 상황창 개설
   ○ 09:49  장애 복구 이후 업무용VDI 다른 사용자들도 보안 업데이트 삭제 일괄 조치 방법 확인 예정 (장애대응팀, 채널인프라팀)
   ○ 09:49  보안 업데이트 삭제 조치 진행 중 , 총 13명 사용자 중 3명 업데이트 삭제 완료 (보안운영팀)
   ○ 09:52  장애 발생 공지 발송
   ○ 09:53  현재 파악된 VDI 접속 불가 13명 이외에 다른 사용자도 접속 불가한지 파악 요청 (kt 보안전략팀)
   ○ 09:57  보안 업데이트 인한 업무용VDI 접속불가 전체 대상자 파악 중 (채널인프라팀)
   ○ 09:59  Office 2016 버전 사용자 대상으로 보안 업데이트 삭제 후 정상화 된 것 확인 (인프라운영담당)
   ○ 10:04  전일 Office 2016 버전에 대해 4개의 보안 업데이트 적용되었으며 Office 2016 버전 사용자만 VDI 접속불가 현상 나타나는지 확인 요청 (보안운영팀)
   ○ 10:06  보안 업데이트 삭제 후 VM 재기동 완료하여 접속대기 상태로 전환된 VM에 대해 사용자에게 개별 연락하여 정상 접속 가능 여부 확인 중 (채널인프라팀)
   ○ 10:12  현재 VDI 접속불가로 확인된 사용자 10명에 대해 W/A로 VDI -> 로컬 환경 전환 조치 진행 예정 (kt 보안전략팀, 보안운영팀)
   ○ 10:19  VOC 접수자 중 1명 OB하여 보안 업데이트 삭제 후 VDI 정상 접속 확인 (채널인프라팀)
   ○ 10:39  Office 2016 보안 업데이트 대상자 명단 184 -> 207명으로 수정 (채널인프라팀)
   ○ 10:41  장애 경과 공지 발송 예정
   ○ 10:45  VDI -> 로컬 환경 전환 W/A는 VDI 내의 파일을 사용할 수 없어 임시적인 조치이며, 현재 보안 업데이트 삭제 조치가 소요시간이 오래 걸려 VOC 접수자 대상으로 신규 VM 생성/기존자료 복사 조치 검토 (kt 보안전략팀)
   ○ 10:52  [Office 2016 보안 업데이트 적용 현황]  총 207명 대상 (배포 중단 : 42명, 배포  완료 : 40명, 배포 중 : 125명 )
   ○ 10:57  장애 경과 공지 발송 (예상 복구 시간 12:00)
   ○ 11:07  Office 2016 보안 업데이트 배포 중 대상 125명이 VDI 접속불가 영향 받을 수 있어 이 인원들 대상으로 VDI 접속 여부 확인 중 (채널인프라팀)
   ○ 11:22  VOC 접수자 8명에 대해 연락 되는 인원은 OS 재설치 문의하여 재설치 , 연락 되지 않는 인원은 보안 업데이트 삭제 조치 진행 중 (채널인프라팀)
   ○ 11:28  복구 조치는 계속 진행 중이며 KATE , MAIL 사용 등을 위해 VOC 접수자들 VDI -> 로컬 환경으로 W/A 적용 완료 (보안운영팀)
   ○ 11:36  VOC 접수자 현재 2명 이외에 조치 완료 , 2명에 대해 보안 업데이트 삭제 조치 완료 (채널인프라팀)
   ○ 12:15  Office 2016 사용자 207명 전체에 대해 잠재적으로 VDI 접속 불가 등 문제가 발생할 수 있으니 Office 2021 버전으로 업데이트 하는 방안 검토
               업무용VDI포털과 개별 메일 공지를 통해 사용자가 직접 Office 2021버전으로 업데이트하는 self가이드 배포할 예정이며  , 가이드 배포 되는 대로 장애 종료 결정 (kt IT/SW품질혁신팀)
   ○ 12:25  2차 장애 경과 공지 발송 (예상 복구 시간 : 14:00)
   ○ 12:33  현재 VDI 접속불가로 VOC 접수한 인원들 모두 조치 완료 (수동 삭제 : 16명, OS 재설치  : 7명)
   ○ 13:05  self가이드 배포 준비되었고 kt 보안전략팀 , kt IT/SW품질혁신팀 검토 완료되어 장애 종료 준비 중
   ○ 13:35  장애 종료 결정 , self 가이드 등록 후 공지 발송 예정 (kt IT/SW품질혁신팀)
   ○ 13:35  VDI 접속 불가 사용자 있는지 확인하여 접속 불가 사용자 없음 확인 (채널인프라팀)
   ○ 14:21  self가이드 개별 메일 발송 및 업무용VDI포털 공지 완료
   ○ 14:25  [완료]장애 종료 공지 발송
O 조치 후 서비스 정상화 등 결과 포함
- 기 배포된 업무용VDI 內 MSOffice 2016 패치(KB5002521) 삭제 및 MSOffice 2021 업그레이드 안내 조치
- 백신 관리서버 정기보안패치 리스트 배포 미적용 전환
- MSOffice 2016 패치(KB5002521) 의존성 패치(KB5002498) 추가 배포 적용
 -> MSOffice 2016 패치 KB5002521 삭제 및 의존성 패치(KB5002498) 추가 배포 적용으로 인한 정상 해소 확인",AP 운영,점검,환경
